record_id,Date,Sales_Rep,Customer,Product,COGS,Sales,Country,State,Product_Rating,Service_Rating,Sales_Rep_Rating,Sales_Rating,Profit,Profit_Rank
S00589,6/29/17,Shuting,McLendon's Hardware,FMA Item,1565.0745,2845.59,United States,NorthDakota,4.0,1.0,1.0,2.0,1280.5155000000002,Medium Profit
S00590,6/6/18,Shuting,Sherman Williams,ZZU Item,989.7019,2674.87,United States,SouthDakota,3.0,4.0,5.0,4.0,1685.1680999999999,Medium Profit
S00591,12/6/18,Shuting,Google,FPO Item,1518.2025,2024.27,United States,Kansas,3.0,2.0,2.0,2.3333333333333335,506.0674999999999,Medium Profit
S00592,9/18/18,Suzanne M,Nature Company,FXK Item,5347.43,9722.6,United States,Nebraska,4.0,2.0,2.0,2.6666666666666665,4375.17,Large Profit
S00593,9/30/17,Suzanne M,Amazon.com,FZM Item,5505.8646,9492.87,United States,NorthDakota,4.0,5.0,4.0,4.333333333333333,3987.005400000001,Large Profit
S00594,7/27/18,Suzanne M,Google,LHL Item,5568.6855,9438.45,United States,SouthDakota,2.0,4.0,3.0,3.0,3869.764500000001,Large Profit
S00595,6/27/17,Suzanne M,Solar and Wind Inc.,CRR Item,3785.4964,8803.48,United States,Kansas,5.0,5.0,5.0,5.0,5017.9836,Large Profit
S00596,10/20/18,Suzanne M,Google,CZE Item,5027.1036,8667.42,United States,Nebraska,3.0,3.0,3.0,3.0,3640.3163999999997,Large Profit
S00597,7/14/18,Suzanne M,Home Depot,VIT Item,4235.5335,7700.97,United States,NorthDakota,3.0,2.0,1.0,2.0,3465.4365000000007,Large Profit
S00598,1/10/19,Suzanne M,McLendon's Hardware,GDW Item,7176.73275,7675.65,United States,SouthDakota,1.0,3.0,1.0,1.6666666666666667,498.9172499999995,Small Profit
S00599,6/8/19,Suzanne M,Home Depot,LZH Item,2605.3515,5789.67,United States,Kansas,2.0,5.0,3.0,3.3333333333333335,3184.3185,Large Profit
S00600,7/28/17,Suzanne M,Costco,XTG Item,4400.1056,5000.12,United States,Nebraska,4.0,2.0,3.0,3.0,600.0144,Medium Profit
S00601,3/14/18,Suzanne M,Whole Foods,INI Item,2282.182,3356.15,United States,NorthDakota,4.0,3.0,4.0,3.6666666666666665,1073.9680000000003,Medium Profit
S00602,7/3/18,Suzanne M,Costco,YOU Item,1034.1458,1783.01,United States,SouthDakota,5.0,5.0,3.0,4.333333333333333,748.8642,Medium Profit
S00603,4/14/18,Suzanne M,Nature Company,VZO Item,447.3485,1209.05,United States,Kansas,1.0,4.0,3.0,2.6666666666666665,761.7014999999999,Medium Profit
S00604,9/30/18,Suzanne M,McLendon's Hardware,XCZ Item,947.3233,1013.18,United States,Nebraska,2.0,1.0,3.0,2.0,65.85669999999993,Small Profit
S00605,7/12/18,Suzanne M,Office Depot,UNV Item,287.6544,326.88,United States,NorthDakota,2.0,3.0,3.0,2.6666666666666665,39.225599999999986,Small Profit
S00606,7/24/17,Toni M,Google,RAP Item,4232.2455,9404.99,United States,SouthDakota,2.0,3.0,1.0,2.0,5172.7445,Large Profit
S00607,7/13/18,Toni M,Google,RJB Item,5510.954,9340.6,United States,Kansas,3.0,1.0,4.0,2.6666666666666665,3829.6460000000006,Large Profit
S00608,7/28/17,Toni M,Sherman Williams,MZC Item,3856.1411,8967.77,United States,Nebraska,2.0,2.0,2.0,2.0,5111.628900000001,Large Profit
S00609,7/20/17,Toni M,Solar and Wind Inc.,JDA Item,4411.0878,7476.42,United States,NorthDakota,5.0,3.0,2.0,3.3333333333333335,3065.3322,Large Profit
S00610,4/7/18,Toni M,Office Depot,VRK Item,4155.9016,6111.62,United States,SouthDakota,4.0,4.0,3.0,3.6666666666666665,1955.7183999999997,Medium Profit
S00611,5/2/19,Toni M,Google,KWB Item,2420.244,5378.32,United States,Kansas,1.0,4.0,1.0,2.0,2958.0759999999996,Large Profit
S00612,8/18/17,Toni M,Home Depot,OIK Item,2575.3365,4682.43,United States,Nebraska,1.0,5.0,2.0,2.6666666666666665,2107.0935000000004,Large Profit
S00613,2/14/18,Toni M,Amazon.com,JGN Item,1698.6663,4590.99,United States,NorthDakota,3.0,2.0,3.0,2.6666666666666665,2892.3237,Large Profit
S00614,3/21/19,Toni M,ExcelIsVeryFun.com,MGO Item,2464.9075,4481.65,United States,SouthDakota,1.0,5.0,4.0,3.3333333333333335,2016.7424999999998,Large Profit
S00615,9/24/18,Toni M,The Economist,LOI Item,2727.3,3636.4,United States,Kansas,2.0,4.0,5.0,3.6666666666666665,909.0999999999999,Medium Profit
S00616,5/1/18,Toni M,Sherman Williams,QIL Item,2952.3648,3354.96,United States,Nebraska,4.0,2.0,1.0,2.3333333333333335,402.5952000000002,Small Profit
S00617,1/19/19,Toni M,The Economist,GWO Item,913.6188,2469.24,United States,NorthDakota,3.0,4.0,5.0,4.0,1555.6211999999998,Medium Profit
S00618,5/27/19,Toni M,Office Depot,KTI Item,1067.1625,1808.75,United States,SouthDakota,2.0,4.0,1.0,2.3333333333333335,741.5875000000001,Medium Profit
S00619,12/1/18,Toni M,ExcelIsVeryFun.com,PWQ Item,1459.52565,1560.99,United States,Kansas,5.0,5.0,5.0,5.0,101.46434999999997,Small Profit
S00620,8/28/17,Toni M,Peet's Coffee,MEJ Item,964.1448,1417.86,United States,Nebraska,2.0,2.0,4.0,2.6666666666666665,453.71519999999987,Small Profit
S00621,4/30/19,Toni M,Whole Foods,CYN Item,730.4625,973.95,United States,NorthDakota,3.0,4.0,5.0,4.0,243.48750000000007,Small Profit
S00622,10/4/18,Tonya J,Whole Foods,MDC Item,8748.7752,9941.79,United States,SouthDakota,1.0,1.0,5.0,2.3333333333333335,1193.0148000000008,Medium Profit
S00623,12/26/18,Tonya J,Google,JMU Item,8598.60595,9196.37,United States,Kansas,2.0,2.0,3.0,2.3333333333333335,597.7640500000016,Medium Profit
S00624,10/21/18,Tonya J,Yahoo,WKL Item,8597.4559,9195.14,United States,Nebraska,1.0,3.0,5.0,3.0,597.6840999999986,Medium Profit
S00625,11/21/17,Tonya J,Nature Company,NDX Item,5029.8975,8525.25,United States,NorthDakota,2.0,5.0,1.0,2.6666666666666665,3495.3525,Large Profit
S00626,7/28/18,Tonya J,Sherman Williams,DFR Item,2898.1957,6739.99,United States,SouthDakota,4.0,2.0,1.0,2.3333333333333335,3841.7942999999996,Large Profit
S00627,11/3/18,Tonya J,The Economist,QZD Item,3516.601,6393.82,United States,Kansas,4.0,4.0,4.0,4.0,2877.2189999999996,Large Profit
S00628,3/20/18,Tonya J,Yahoo,QZK Item,3705.6374,6389.03,United States,Nebraska,2.0,5.0,5.0,4.0,2683.3925999999997,Large Profit
S00629,2/10/19,Tonya J,Whole Foods,TYZ Item,2542.4395,5912.65,United States,NorthDakota,5.0,3.0,2.0,3.3333333333333335,3370.2104999999997,Large Profit
S00630,2/20/19,Tonya J,Solar and Wind Inc.,SWY Item,2423.79,5386.2,United States,SouthDakota,4.0,2.0,2.0,2.6666666666666665,2962.41,Large Profit
S00631,7/8/17,Tonya J,Solar and Wind Inc.,UZJ Item,3734.64,4979.52,United States,Kansas,5.0,5.0,5.0,5.0,1244.8800000000006,Medium Profit
S00632,6/16/18,Tonya J,ExcelIsVeryFun.com,FKX Item,4235.8008,4813.41,United States,Nebraska,2.0,5.0,1.0,2.6666666666666665,577.6091999999999,Medium Profit
S00633,6/22/18,Tonya J,ExcelIsVeryFun.com,RYL Item,1658.9013,3857.91,United States,NorthDakota,5.0,4.0,4.0,4.333333333333333,2199.0087,Large Profit
S00634,6/18/18,Tonya J,Home Depot,YSR Item,1527.282,3393.96,United States,SouthDakota,1.0,5.0,5.0,3.6666666666666665,1866.678,Medium Profit
S00635,7/1/18,Tonya J,The Economist,NZW Item,2448.4097,2618.62,United States,Kansas,1.0,1.0,2.0,1.3333333333333333,170.21029999999973,Small Profit
S00636,7/15/18,Tonya J,Google,IAF Item,1908.5475,2544.73,United States,Nebraska,1.0,2.0,1.0,1.3333333333333333,636.1825000000001,Medium Profit
S00637,9/16/17,Tonya J,McLendon's Hardware,MIY Item,828.5928,2239.44,United States,NorthDakota,2.0,5.0,1.0,2.6666666666666665,1410.8472000000002,Medium Profit
S00638,3/12/18,Tonya J,ExcelIsVeryFun.com,UKX Item,1499.6312,2205.34,United States,SouthDakota,4.0,5.0,4.0,4.333333333333333,705.7088000000001,Medium Profit
S00639,7/28/18,Tonya J,Yahoo,DQI Item,1115.2845,2027.79,United States,Kansas,2.0,1.0,3.0,2.0,912.5055,Medium Profit
S00640,6/24/18,Tonya J,Costco,RLH Item,1402.9664,1594.28,United States,Nebraska,3.0,3.0,3.0,3.0,191.31359999999995,Small Profit
S00641,1/20/18,Tonya J,Office Depot,KZG Item,466.6489,1085.23,United States,NorthDakota,1.0,3.0,2.0,2.0,618.5811,Medium Profit
S00642,3/28/18,Tonya J,Solar and Wind Inc.,PPV Item,374.3919,1011.87,United States,SouthDakota,5.0,2.0,2.0,3.0,637.4781,Medium Profit
S00643,3/8/19,Vivien R,ExcelIsVeryFun.com,QNH Item,4014.9745,9337.15,United States,Kansas,1.0,1.0,5.0,2.3333333333333335,5322.175499999999,Large Profit
S00644,2/11/19,Vivien R,Peet's Coffee,LES Item,4972.22,9040.4,United States,Nebraska,3.0,3.0,2.0,2.6666666666666665,4068.1799999999994,Large Profit
S00645,7/24/17,Vivien R,The Economist,TAK Item,3807.972,8462.16,United States,NorthDakota,4.0,1.0,5.0,3.3333333333333335,4654.188,Large Profit
S00646,7/30/18,Vivien R,McLendon's Hardware,XCL Item,5237.0175,6982.69,United States,SouthDakota,4.0,3.0,2.0,3.0,1745.6724999999997,Medium Profit
S00647,12/3/18,Vivien R,Google,DKL Item,2314.6083,5382.81,United States,Kansas,3.0,1.0,3.0,2.3333333333333335,3068.2017000000005,Large Profit
S00648,9/7/18,Vivien R,Costco,OEX Item,1880.0403,5081.19,United States,Nebraska,4.0,3.0,1.0,2.6666666666666665,3201.1497,Large Profit
S00649,10/12/18,Vivien R,Solar and Wind Inc.,UJM Item,1077.804,2395.12,United States,NorthDakota,4.0,5.0,3.0,4.0,1317.3159999999998,Medium Profit
S00650,4/3/18,Abdisamad A,Whole Foods,OWA Item,7959.1864,9044.53,United States,Maine,2.0,5.0,1.0,2.6666666666666665,1085.343600000001,Medium Profit
S00651,10/4/18,Abdisamad A,ExcelIsVeryFun.com,VFX Item,5254.0208,8905.12,United States,NewHampshire,2.0,3.0,5.0,3.3333333333333335,3651.0992000000006,Large Profit
S00652,3/23/18,Abdisamad A,Costco,OZO Item,7978.40175,8533.05,United States,Vermont,3.0,4.0,3.0,3.3333333333333335,554.6482499999993,Medium Profit
S00653,11/17/18,Abdisamad A,Solar and Wind Inc.,FNL Item,4996.3206,8468.34,United States,Massachusetts,2.0,2.0,5.0,3.0,3472.0194,Large Profit
S00654,7/16/18,Abdisamad A,Amazon.com,RLQ Item,6263.6175,8351.49,United States,RhodeIsland,3.0,1.0,1.0,1.6666666666666667,2087.8724999999995,Large Profit
S00655,7/14/18,Abdisamad A,Whole Foods,GQT Item,7702.4739,8237.94,United States,Connecticut,3.0,2.0,4.0,3.0,535.4661000000006,Medium Profit
S00656,4/28/18,Abdisamad A,Office Depot,QKB Item,3493.0534,8123.38,United States,NewYork,4.0,2.0,2.0,2.6666666666666665,4630.3266,Large Profit
S00657,10/29/18,Abdisamad A,Amazon.com,VXX Item,2969.99,8027.0,United States,NewJersey,2.0,2.0,2.0,2.0,5057.01,Large Profit
S00658,5/2/19,Abdisamad A,Amazon.com,TRJ Item,5363.0444,7886.83,United States,Pennsylvania,3.0,5.0,3.0,3.6666666666666665,2523.7856,Large Profit
S00659,5/4/18,Abdisamad A,Office Depot,RUJ Item,2880.6572,7785.56,United States,Maine,3.0,5.0,1.0,3.0,4904.9028,Large Profit
S00660,8/13/17,Abdisamad A,Yahoo,WYM Item,2791.8868,7545.64,United States,NewHampshire,2.0,4.0,2.0,2.6666666666666665,4753.7532,Large Profit
S00661,10/16/17,Abdisamad A,Home Depot,OBL Item,3394.8045,7544.01,United States,Vermont,2.0,2.0,4.0,2.6666666666666665,4149.2055,Large Profit
S00662,8/20/18,Abdisamad A,Solar and Wind Inc.,YNW Item,4020.2932,6931.54,United States,Massachusetts,1.0,2.0,4.0,2.3333333333333335,2911.2468,Large Profit
S00663,12/29/18,Abdisamad A,Home Depot,BOQ Item,3964.5146,6835.37,United States,RhodeIsland,1.0,4.0,2.0,2.3333333333333335,2870.8554,Large Profit
S00664,12/27/17,Abdisamad A,Home Depot,XYL Item,4638.9192,6821.94,United States,Connecticut,2.0,1.0,3.0,2.0,2183.0207999999993,Large Profit
S00665,6/26/17,Abdisamad A,Amazon.com,AHN Item,5927.724,6736.05,United States,NewYork,5.0,1.0,1.0,2.3333333333333335,808.326,Medium Profit
S00666,12/7/18,Abdisamad A,ExcelIsVeryFun.com,AIQ Item,4257.4392,6260.94,United States,NewJersey,5.0,5.0,4.0,4.666666666666667,2003.5007999999998,Large Profit
S00667,12/13/17,Abdisamad A,The Economist,YDO Item,3371.7255,6130.41,United States,Pennsylvania,4.0,5.0,2.0,3.6666666666666665,2758.6845,Large Profit
S00668,7/28/18,Abdisamad A,Nature Company,NUV Item,3967.77,5290.36,United States,Maine,4.0,5.0,5.0,4.666666666666667,1322.5899999999997,Medium Profit
S00669,5/24/18,Abdisamad A,Peet's Coffee,YXD Item,3591.2772,5281.29,United States,NewHampshire,5.0,5.0,3.0,4.333333333333333,1690.0128,Medium Profit
S00670,12/20/18,Abdisamad A,Office Depot,EIE Item,2212.823,5146.1,United States,Vermont,3.0,3.0,3.0,3.0,2933.2770000000005,Large Profit
S00671,11/29/17,Abdisamad A,Home Depot,SIW Item,2962.6168,5107.96,United States,Massachusetts,1.0,4.0,2.0,2.3333333333333335,2145.3432000000003,Large Profit
S00672,10/2/18,Abdisamad A,Office Depot,XYR Item,1844.1947,4984.31,United States,RhodeIsland,5.0,3.0,2.0,3.3333333333333335,3140.1153000000004,Large Profit
S00673,3/1/18,Abdisamad A,Google,DNC Item,2122.8412,4936.84,United States,Connecticut,1.0,2.0,2.0,1.6666666666666667,2813.9988000000003,Large Profit
S00674,6/11/18,Abdisamad A,Yahoo,VTW Item,2204.4645,4898.81,United States,NewYork,4.0,4.0,4.0,4.0,2694.3455000000004,Large Profit
S00675,5/18/19,Abdisamad A,The Economist,DIO Item,4246.57365,4541.79,United States,NewJersey,1.0,5.0,1.0,2.3333333333333335,295.2163499999997,Small Profit
S00676,5/19/19,Abdisamad A,McLendon's Hardware,TLJ Item,3908.8896,4441.92,United States,Pennsylvania,4.0,5.0,4.0,4.333333333333333,533.0304000000001,Medium Profit
S00677,4/1/19,Abdisamad A,Sherman Williams,CUK Item,1908.765,4241.7,United States,Maine,1.0,3.0,3.0,2.3333333333333335,2332.9349999999995,Large Profit
S00678,10/26/17,Abdisamad A,The Economist,LHW Item,2137.2927,3622.53,United States,NewHampshire,1.0,5.0,4.0,3.3333333333333335,1485.2373000000002,Medium Profit
S00679,9/7/17,Abdisamad A,Home Depot,MDN Item,1465.875,3257.5,United States,Vermont,4.0,5.0,5.0,4.666666666666667,1791.625,Medium Profit
S00680,10/29/18,Abdisamad A,Office Depot,RAR Item,1879.0782,3239.79,United States,Massachusetts,5.0,2.0,1.0,2.6666666666666665,1360.7118,Medium Profit
S00681,1/13/18,Abdisamad A,Sherman Williams,ACE Item,2235.21,2980.28,United States,RhodeIsland,3.0,2.0,5.0,3.3333333333333335,745.0700000000002,Medium Profit
S00682,9/28/17,Abdisamad A,Costco,AJA Item,1582.7476,2327.57,United States,Connecticut,5.0,2.0,5.0,4.0,744.8224000000002,Medium Profit
S00683,10/23/18,Abdisamad A,Sherman Williams,RRI Item,1978.9616,2248.82,United States,NewYork,1.0,4.0,5.0,3.3333333333333335,269.8584000000001,Small Profit
S00684,6/7/19,Abdisamad A,Google,XPW Item,1155.048,1698.6,United States,NewJersey,2.0,5.0,5.0,4.0,543.5519999999999,Medium Profit
S00685,10/22/18,Abdisamad A,Nature Company,WLY Item,819.2368,1204.76,United States,Pennsylvania,3.0,5.0,3.0,3.6666666666666665,385.5232,Small Profit
S00686,12/20/18,Abdisamad A,Yahoo,RLL Item,653.4715,1188.13,United States,Maine,2.0,2.0,3.0,2.3333333333333335,534.6585000000001,Medium Profit
S00687,2/22/19,Abdisamad A,Amazon.com,XAC Item,793.9068,1167.51,United States,NewHampshire,1.0,3.0,4.0,2.6666666666666665,373.6032,Small Profit
S00688,9/10/17,Abdisamad A,Solar and Wind Inc.,ALR Item,1017.92515,1088.69,United States,Vermont,3.0,4.0,3.0,3.3333333333333335,70.76485000000002,Small Profit
S00689,8/6/18,Abdisamad A,Peet's Coffee,CJN Item,540.8094,932.43,United States,Massachusetts,4.0,2.0,1.0,2.3333333333333335,391.62059999999997,Small Profit
S00690,4/5/18,Abdisamad A,Peet's Coffee,OLS Item,789.0696,896.67,United States,RhodeIsland,3.0,5.0,2.0,3.3333333333333335,107.60039999999992,Small Profit
S00691,11/22/18,Analyssa C,Costco,SXM Item,5646.1289,9569.71,United States,Connecticut,3.0,2.0,5.0,3.3333333333333335,3923.5810999999994,Large Profit
S00692,8/22/17,Analyssa C,Office Depot,KVH Item,3539.2165,9565.45,United States,NewYork,1.0,5.0,4.0,3.3333333333333335,6026.2335,Large Profit
S00693,12/14/17,Analyssa C,Peet's Coffee,FXF Item,6245.3716,9184.37,United States,NewJersey,1.0,4.0,3.0,2.6666666666666665,2938.9984000000004,Large Profit
S00694,4/4/19,Analyssa C,Yahoo,QMS Item,4973.4025,9042.55,United States,Pennsylvania,1.0,5.0,3.0,3.0,4069.147499999999,Large Profit
S00695,10/24/18,Analyssa C,Solar and Wind Inc.,YFR Item,8350.1297,8930.62,United States,Maine,3.0,4.0,1.0,2.6666666666666665,580.4903000000013,Medium Profit
S00696,8/5/17,Analyssa C,The Economist,STZ Item,3793.5288,8822.16,United States,NewHampshire,3.0,5.0,4.0,4.0,5028.6312,Large Profit
S00697,5/4/19,Analyssa C,Sherman Williams,OEH Item,7980.08475,8534.85,United States,Vermont,3.0,1.0,5.0,3.0,554.7652500000004,Medium Profit
S00698,1/24/19,Analyssa C,Google,NNA Item,7774.04815,8314.49,United States,Massachusetts,2.0,5.0,1.0,2.6666666666666665,540.4418500000002,Medium Profit
S00699,7/1/18,Analyssa C,Office Depot,CMU Item,5412.7864,7959.98,United States,RhodeIsland,3.0,2.0,2.0,2.3333333333333335,2547.1935999999996,Large Profit
S00700,4/6/18,Analyssa C,McLendon's Hardware,RUD Item,7375.15845,7887.87,United States,Connecticut,4.0,1.0,2.0,2.3333333333333335,512.71155,Medium Profit
S00701,1/19/19,Analyssa C,Amazon.com,FLK Item,5358.7672,7880.54,United States,NewYork,3.0,3.0,4.0,3.3333333333333335,2521.7727999999997,Large Profit
S00702,6/14/18,Analyssa C,McLendon's Hardware,GFC Item,4333.6535,7879.37,United States,NewJersey,5.0,5.0,4.0,4.666666666666667,3545.7164999999995,Large Profit
S00703,11/13/18,Analyssa C,Whole Foods,KNX Item,4231.4635,7693.57,United States,Pennsylvania,2.0,4.0,4.0,3.3333333333333335,3462.1065,Large Profit
S00704,4/11/19,Analyssa C,Whole Foods,BZU Item,3267.6044,7599.08,United States,Maine,4.0,3.0,4.0,3.6666666666666665,4331.4756,Large Profit
S00705,7/27/17,Analyssa C,Google,MXD Item,7078.8476,7570.96,United States,NewHampshire,1.0,5.0,1.0,2.3333333333333335,492.1124,Small Profit
S00706,10/16/18,Analyssa C,Sherman Williams,GHH Item,5137.5224,7555.18,United States,Vermont,3.0,5.0,4.0,4.0,2417.6576000000005,Large Profit
S00707,5/10/19,Analyssa C,Sherman Williams,IWV Item,4030.73,7328.6,United States,Massachusetts,1.0,3.0,1.0,1.6666666666666667,3297.8700000000003,Large Profit
S00708,3/22/18,Analyssa C,Office Depot,OOC Item,4231.2276,7295.22,United States,RhodeIsland,4.0,4.0,1.0,3.0,3063.9924,Large Profit
S00709,6/25/18,Analyssa C,Office Depot,YVZ Item,3282.3225,7294.05,United States,Connecticut,4.0,4.0,4.0,4.0,4011.7275,Large Profit
S00710,12/29/18,Analyssa C,Sherman Williams,LEO Item,3132.6833,7285.31,United States,NewYork,3.0,1.0,2.0,2.0,4152.626700000001,Large Profit
S00711,2/7/19,Analyssa C,Yahoo,GXR Item,4087.695,7047.75,United States,NewJersey,2.0,2.0,2.0,2.0,2960.055,Large Profit
S00712,8/27/18,Analyssa C,Office Depot,JZR Item,3424.916,6227.12,United States,Pennsylvania,5.0,5.0,3.0,4.333333333333333,2802.2039999999997,Large Profit
S00713,4/25/18,Analyssa C,Peet's Coffee,QVT Item,3392.0645,6167.39,United States,Maine,2.0,4.0,2.0,2.6666666666666665,2775.3255000000004,Large Profit
S00714,9/17/17,Analyssa C,Solar and Wind Inc.,GTR Item,2852.168,5185.76,United States,NewHampshire,4.0,5.0,4.0,4.333333333333333,2333.592,Large Profit
S00715,5/21/18,Analyssa C,Office Depot,UBV Item,1886.9038,5099.74,United States,Vermont,5.0,2.0,5.0,4.0,3212.8361999999997,Large Profit
S00716,7/17/18,Analyssa C,Office Depot,BRS Item,1869.8098,5053.54,United States,Massachusetts,4.0,2.0,5.0,3.6666666666666665,3183.7302,Large Profit
S00717,6/30/17,Analyssa C,The Economist,NQA Item,2705.6095,4919.29,United States,RhodeIsland,2.0,3.0,5.0,3.3333333333333335,2213.6805,Large Profit
S00718,6/14/19,Analyssa C,Costco,ZET Item,2065.113,4589.14,United States,Connecticut,3.0,2.0,2.0,2.3333333333333335,2524.0270000000005,Large Profit
S00719,10/20/18,Analyssa C,ExcelIsVeryFun.com,ZPB Item,1644.7018,4445.14,United States,NewYork,2.0,4.0,2.0,2.6666666666666665,2800.4382000000005,Large Profit
S00720,4/29/18,Analyssa C,Home Depot,GKA Item,2259.7885,3830.15,United States,NewJersey,2.0,5.0,5.0,4.0,1570.3615,Medium Profit
S00721,2/10/18,Analyssa C,Costco,ISU Item,2590.3504,2943.58,United States,Pennsylvania,5.0,4.0,2.0,3.6666666666666665,353.2296000000001,Small Profit
S00722,9/7/17,Analyssa C,Nature Company,GYK Item,1864.6688,2742.16,United States,Maine,3.0,1.0,4.0,2.6666666666666665,877.4911999999999,Medium Profit
S00723,6/25/17,Analyssa C,Peet's Coffee,BJA Item,2357.4342,2521.32,United States,NewHampshire,3.0,1.0,2.0,2.0,163.88580000000002,Small Profit
S00724,7/14/17,Analyssa C,Peet's Coffee,YID Item,1143.3482,1971.29,United States,Vermont,1.0,5.0,2.0,2.6666666666666665,827.9418000000001,Medium Profit
S00725,3/25/19,Analyssa C,Peet's Coffee,HXH Item,1044.978,1899.96,United States,Massachusetts,5.0,3.0,1.0,3.0,854.982,Medium Profit
S00726,2/25/19,Analyssa C,ExcelIsVeryFun.com,RUH Item,1315.10555,1406.53,United States,RhodeIsland,4.0,2.0,3.0,3.0,91.42444999999998,Small Profit
S00727,12/19/17,Analyssa C,Home Depot,QZJ Item,766.8992,1322.24,United States,Connecticut,3.0,5.0,2.0,3.3333333333333335,555.3408000000001,Medium Profit
S00728,6/19/17,Analyssa C,ExcelIsVeryFun.com,ZRG Item,581.0124,854.43,United States,NewYork,5.0,3.0,4.0,4.0,273.4176,Small Profit
S00729,9/8/17,Analyssa C,Yahoo,RMU Item,422.7245,768.59,United States,NewJersey,3.0,1.0,3.0,2.3333333333333335,345.86550000000005,Small Profit
S00730,5/16/19,Analyssa C,Sherman Williams,ONY Item,272.133,604.74,United States,Pennsylvania,1.0,4.0,1.0,2.0,332.607,Small Profit
S00731,1/5/19,Analyssa C,Yahoo,LVD Item,241.6575,322.21,United States,Maine,4.0,5.0,5.0,4.666666666666667,80.55249999999998,Small Profit
S00732,1/5/18,Analyssa C,Home Depot,QIF Item,219.0076,322.07,United States,NewHampshire,1.0,3.0,1.0,1.6666666666666667,103.0624,Small Profit
S00733,4/14/19,Anastasiya A,Whole Foods,NXJ Item,5822.4976,9868.64,United States,Vermont,2.0,1.0,3.0,2.0,4046.1423999999997,Large Profit
S00734,8/10/17,Anastasiya A,Home Depot,YQI Item,5710.9874,9846.53,United States,Massachusetts,5.0,5.0,5.0,5.0,4135.542600000001,Large Profit
S00735,9/23/17,Anastasiya A,Costco,PEB Item,4089.386,9510.2,United States,RhodeIsland,1.0,3.0,2.0,2.0,5420.814,Large Profit
S00736,6/15/19,Anastasiya A,Amazon.com,ZET Item,6971.4975,9295.33,United States,Connecticut,1.0,5.0,2.0,2.6666666666666665,2323.8324999999995,Large Profit
S00737,12/28/18,Anastasiya A,ExcelIsVeryFun.com,NYZ Item,6404.2725,8539.03,United States,NewYork,3.0,1.0,2.0,2.0,2134.7575000000006,Large Profit
S00738,11/25/17,Anastasiya A,Peet's Coffee,MIP Item,3066.8079,8288.67,United States,NewJersey,2.0,4.0,3.0,3.0,5221.8621,Large Profit
S00739,4/16/19,Anastasiya A,The Economist,ESO Item,6989.4616,7942.57,United States,Pennsylvania,5.0,1.0,1.0,2.3333333333333335,953.1084000000001,Medium Profit
S00740,8/1/17,Anastasiya A,ExcelIsVeryFun.com,FQM Item,5948.055,7930.74,United States,Maine,3.0,4.0,4.0,3.6666666666666665,1982.6849999999995,Medium Profit
S00741,5/26/19,Anastasiya A,Google,HFP Item,5846.415,7795.22,United States,NewHampshire,4.0,3.0,5.0,4.0,1948.8050000000003,Medium Profit
S00742,7/31/17,Anastasiya A,Home Depot,GFM Item,6526.0448,7415.96,United States,Vermont,5.0,4.0,4.0,4.333333333333333,889.9152000000004,Medium Profit
S00743,8/30/17,Anastasiya A,Sherman Williams,GBM Item,3131.6126,7282.82,United States,Massachusetts,5.0,5.0,1.0,3.6666666666666665,4151.207399999999,Large Profit
S00744,12/18/17,Anastasiya A,Home Depot,XQE Item,2692.7083,7277.59,United States,RhodeIsland,3.0,2.0,2.0,2.3333333333333335,4584.8817,Large Profit
S00745,10/23/18,Anastasiya A,The Economist,NLA Item,6467.956,6917.6,United States,Connecticut,3.0,5.0,2.0,3.3333333333333335,449.64400000000023,Small Profit
S00746,11/21/17,Anastasiya A,Whole Foods,OXF Item,2500.83,6759.0,United States,NewYork,2.0,4.0,3.0,3.0,4258.17,Large Profit
S00747,3/2/19,Anastasiya A,McLendon's Hardware,YJU Item,3802.886,6556.7,United States,NewJersey,2.0,1.0,3.0,2.0,2753.814,Large Profit
S00748,12/25/17,Anastasiya A,The Economist,WLY Item,2281.6309,6166.57,United States,Pennsylvania,5.0,4.0,2.0,3.6666666666666665,3884.9390999999996,Large Profit
S00749,4/29/18,Anastasiya A,Solar and Wind Inc.,SYA Item,2646.4608,6154.56,United States,Maine,4.0,1.0,3.0,2.6666666666666665,3508.0992000000006,Large Profit
S00750,6/10/18,Anastasiya A,Costco,IWN Item,5331.82815,5702.49,United States,NewHampshire,3.0,5.0,1.0,3.0,370.6618499999995,Small Profit
S00751,8/17/17,Anastasiya A,Yahoo,CTU Item,3740.28,4987.04,United States,Vermont,1.0,1.0,2.0,1.3333333333333333,1246.7599999999998,Medium Profit
S00752,8/23/18,Anastasiya A,Nature Company,CLP Item,2798.036,4824.2,United States,Massachusetts,5.0,5.0,4.0,4.666666666666667,2026.1639999999998,Large Profit
S00753,9/20/18,Anastasiya A,ExcelIsVeryFun.com,DSF Item,2832.6726,4801.14,United States,RhodeIsland,5.0,3.0,4.0,4.0,1968.4674000000005,Medium Profit
S00754,5/14/19,Anastasiya A,ExcelIsVeryFun.com,MBI Item,3559.26,4745.68,United States,Connecticut,2.0,5.0,1.0,2.6666666666666665,1186.42,Medium Profit
S00755,5/9/18,Anastasiya A,McLendon's Hardware,ZAP Item,2723.9468,4696.46,United States,NewYork,5.0,4.0,1.0,3.3333333333333335,1972.5131999999999,Medium Profit
